,sentence,joy,anticipation,fear,surprise,anger,sadness,trust,disgust
1309,"He enjoyed the concert and when it was over, he stuck around.",1,1,0,0,0,0,0,0
1310,"One day, Brenda decided she didn't like Shelby's clothes.",0,0,0,0,0,0,0,1
1311,Michelle gratefully thanked the ranger.,1,0,0,0,0,0,1,0
1312,But she ran short on sugar!,0,1,0,1,1,1,0,0
1313,He was prescribed medicine and sent home to recover.,0,1,1,1,0,1,0,0
1314,"Sure enough, Farmer Ben caught a fox in one of his traps.",1,0,0,1,0,0,0,0
1315,Tanya is very nervous about the test.,0,1,1,0,0,0,0,0
1316,She decided to try taking the class again.,0,1,0,0,0,0,0,0
1317,I said DD was going upscale.,1,0,0,1,0,0,0,0
1318,He didn't like how this felt!,0,0,1,1,0,0,0,1
1319,Young Su was born in Korea.,0,0,0,0,0,0,0,0
1320,He says it takes a lot of practice.,1,1,0,0,0,0,1,0
1321,Joe made many friends showing off his talent.,1,1,0,1,0,0,1,0
1322,Before they had to go home they found a rare bird to watch.,1,0,0,1,0,0,0,0
1323,All the dust that kicked up made him cough.,0,0,0,1,1,0,0,1
1324,"In the room, he saw that the dogs had been fighting.",0,1,1,1,1,1,0,1
1325,Amy started at her new ring all the way home.,1,1,0,0,0,0,0,0
1326,"The kids followed the clue to the basement, they are excited.",1,1,0,1,0,0,1,0
1327,One night we were having adventures together.,1,1,0,0,0,0,1,0
1328,"Halfway home, she realized she'd forgotten the diapers!",0,0,0,1,0,1,0,0
1329,Kim and her friend wanted to have lunch and then catch a ferry.,1,0,0,0,0,0,0,0
1330,Hernandez loved to go camping.,1,0,0,0,0,0,0,0
1331,Many kids sat down to draw with him.,1,1,0,0,0,0,0,0
1332,They had a lot of fun watching the race car championships together.,1,1,0,1,0,0,1,0
1333,I had a huge crush on Robbie.,1,0,0,0,0,0,0,0
1334,I walked to the bookstore in school and bought unicorn erasers.,1,0,0,0,0,0,0,0
1335,She and her boyfriend would yell far too much.,0,1,1,0,1,1,0,1
1336,Karen wanted everything to be perfect when she met her new in-laws.,1,1,1,1,0,0,1,0
1337,Her friend asked her mom for a dress.,1,1,0,1,0,0,1,0
1338,Now she paints more than she sculpts.,1,0,0,0,0,0,1,0
1339,Then she felt concerned.,1,1,0,0,0,0,1,0
1340,This was the first time she had gone bowling.,1,1,0,1,0,0,0,0
1341,He smiled and didn't seem to be upset.,0,0,0,1,0,0,1,0
1342,Debbie does not like cracked bindings.,0,0,0,0,1,0,0,0
1343,On his trip he saw several bears and got great pictures of them.,1,0,0,0,0,0,0,0
1344,She thanked him for going out of his way to help.,1,0,0,1,0,0,1,0
1345,Their parents blamed Jane and she was very ashamed.,0,0,1,1,1,1,0,1
1346,"She was so uncomfortable, she had to go home.",0,0,0,0,1,1,0,1
1347,"I tried a generator, but it never produced much light.",0,1,1,1,1,1,1,1
1348,Jingles ended up passing away.,0,0,1,1,0,1,0,0
1349,He pulled the dishwasher out of the box.,1,1,0,1,0,0,0,0
1350,They kept being loud while Tom tried to play.,0,1,1,0,1,0,0,0
1351,She stayed sitting for hours.,1,0,0,0,0,0,1,0
1352,Barry was very anxious and nervous for his upcoming plane ride.,0,1,1,0,0,0,0,0
1353,"He tried it on, thinking it would not fit.",1,1,0,0,0,0,0,0
1354,Bella's mom was proud of her daughter's responsibility!,1,0,0,0,0,0,1,0
1355,He received the laptop in the mail two days after buying it online.,1,1,0,0,0,0,0,0
1356,"But then Amy saw a way to honor her dad and make her mom happy, too.",1,1,0,0,0,0,1,0
1357,She wanted to know his reason for speeding.,0,0,0,0,0,0,1,0
1358,The nursery was ready for when the baby arrived.,1,1,0,0,0,0,0,0
1359,"After cleaning out the leaves, Jeremy jumped into his pool to swim.",1,1,0,0,0,0,0,0
1360,One day he went on a field trip to an animal center.,1,1,0,0,0,0,0,0
1361,All the competitors worked all season to beat it.,0,1,0,0,0,0,0,0
1362,When he was finished he went home.,1,1,0,0,0,0,0,0
1363,They didn't have anything to do.,0,1,0,0,0,1,0,0
1364,Whitney had dropped her phone in the sink last night.,0,0,1,0,1,1,0,0
1365,He felt something brush his leg.,1,1,1,1,1,1,1,1
1366,Lilo was always being tagged in awful photos.,0,0,0,0,1,1,0,1
1367,One day Joanne was sent to the fields with iced tea for all the workers.,1,1,0,1,0,0,1,0
1368,Dakota sent an application to her favorite college.,1,1,0,0,0,0,1,0
1369,The batteries wore out too quickly.,1,1,0,1,1,1,1,1
1370,Suzie began cleaning the shattered china.,0,0,0,0,0,1,0,0
1371,They talked for a long time.,1,0,0,0,0,0,1,0
1372,I am very unhappy with the building management.,0,1,0,0,1,1,0,1
1373,Bill almost got hit by a car being chased by the police!,0,0,1,1,1,1,0,0
1374,"We begged our parents to buy us some, but they said no.",0,0,0,0,0,1,0,0
1375,"Her grandma was glad Meredith thought of her, but never used the Kindl.",0,0,0,1,0,1,0,0
1376,For the next three weeks I ate nothing but ham.,0,0,0,0,0,0,0,0
1377,I will keep posting it until it sells.,0,1,0,0,0,0,1,0
1378,Ray tried to make up his own punchline to save his joke.,0,1,0,1,0,0,0,0
1379,Everyone waited quietly for Beth to enter.,1,1,0,0,0,0,1,0
1380,She let them know about the issue.,0,1,0,1,0,0,1,0
1381,I called the vet to schedule an appointment.,1,1,1,1,1,1,1,1
1382,Then she realized that it only motivated her more.,1,1,0,0,0,0,0,0
1383,He had half a beard hanging and no way of charging them.,1,0,0,1,0,0,0,0
1384,The company got a call from an angry client.,0,1,1,0,1,1,0,1
1385,He tried to sell a car to a customer.,1,1,0,0,0,0,0,0
1386,People would wake up and find things missing and their house clean.,0,1,1,1,1,1,0,1
1387,His wife told him to let the artist do the singing.,0,0,0,0,1,1,0,1
1388,I decided to just go home.,0,0,1,1,1,1,0,1
1389,The Cox family was preparing for it all.,1,1,0,0,0,0,0,0
1390,Tristan's Christmas party was a hit.,1,0,0,1,0,0,1,0
1391,He found the movie on an online service.,1,0,0,1,0,0,1,0
1392,My friends invited me to the lake.,1,1,0,0,0,0,1,0
1393,After her first week she was very tired.,1,1,0,1,0,0,0,0
1394,He asked his roommate why it was there.,0,1,0,1,1,0,0,1
1395,Liz was upset they didn't have any vegetarian meals.,0,0,0,0,1,1,0,0
1396,"Zoey was a talented, hardworking actress.",1,1,0,0,0,0,1,0
1397,"So she pays Jan, one of the cool kids, to make her popular.",1,0,0,1,0,0,1,0
1398,He ruefully resolved to be more careful in the future!,0,1,1,1,0,0,0,0
1399,Finally he bit into his choice and had a terrible surprise.,0,0,1,1,0,0,0,0
1400,"I did not seal the bottle tightly, and the book got drenched.",0,0,0,1,1,0,0,0
1401,It doesn't end well for her.,0,0,1,0,0,0,0,0
1402,He was sneaky and thought he would not get caught.,0,1,1,0,0,0,1,0
1403,One night my mother asked my brother to take out the trash.,1,1,0,1,0,0,0,0
1404,Now my dog is dead.,0,0,0,0,0,1,0,0
1405,The chores had to wait while she picked up Sam and his bike.,0,0,0,0,1,0,0,0
1406,It was relentless.,0,1,0,0,0,0,0,0
1407,The car battery was flat.,0,0,1,1,1,1,0,0
1408,Auntie's whole family ate that whole fish for dinner.,1,1,0,0,0,0,1,0
1409,Roland was glad that his hair wasn't very long any more.,1,0,0,0,0,0,1,0
1410,He killed and killed until he was an old man.,0,0,0,0,0,1,0,1
1411,The light bulb was broken.,0,1,0,1,1,0,0,0
1412,It was a toy airplane.,1,1,0,1,0,0,1,0
1413,He went to her favorite bakery.,1,1,0,0,0,0,0,0
1414,"After a scary night, he was found and rescued.",1,0,0,0,0,0,1,0
1415,Mary was cooking dinner.,0,1,0,0,0,0,0,0
1416,"After the shave, Larry realized he loved his beard.",0,0,0,1,1,1,0,1
1417,Her right hand brushed a jumping cactus.,0,1,1,1,1,1,0,1
1418,"At only 5 years old, he was the youngest to perform.",1,1,0,0,0,0,0,0
1419,She applied and was called back.,1,1,0,1,0,0,0,0
1420,The workers at the dry cleaners tried to tackle Jerry.,0,0,1,1,1,0,0,0
1421,Tim cheated and only pretended to hold his breath.,1,1,0,0,0,0,0,0
1422,She called a few of her friends.,1,1,0,0,0,0,0,0
1423,"Unfortunately, he was grounded.",0,0,0,0,1,1,0,0
1424,The announcement that he was happy and excited to see family.,1,0,0,0,0,0,0,0
1425,She noticed one grey hair.,0,0,1,1,0,1,0,0
1426,Jessica was so mad but no one else noticed so it was okay.,0,0,1,1,1,1,0,1
1427,She called her husband and he brought her the purse.,1,1,0,1,0,0,1,0
1428,Bill had just got a new job.,1,1,1,1,0,0,1,0
1429,As a result the dealer became jittery.,0,1,0,1,0,0,0,0
1430,Tom moved to a different school when he was in 7th grade.,0,1,1,0,0,1,0,0
1431,The woman was giving birth.,1,1,1,0,0,0,0,0
1432,Her husband told her they didn't have money for a new shirt.,0,0,0,0,1,1,0,1
1433,Her parents take her car away and Shelby is depressed.,0,0,1,0,0,1,0,0
1434,Ivan tied the balloons to himself and said farewell to the earth.,1,1,1,1,0,1,0,0
1435,My phone always rings when we sit down for dinner.,0,0,0,0,1,0,0,0
1436,He noticed a young kid watching the nice man fly his kite.,1,0,0,0,0,0,0,0
1437,His mom liked the song.,1,0,0,0,0,0,1,0
1438,He kept acting up in the background.,0,1,0,1,1,0,0,0
1439,He asked his parents if he could have some friends over.,0,1,1,1,0,1,0,0
1440,Her friend told her to try looking at the thrift shop.,1,1,0,1,0,0,1,0
1441,"By the end of summer, Eva had lost eleven pounds!",1,1,0,1,0,0,1,0
1442,He'll be at work and then all of a sudden he'll need to sit down.,0,0,1,0,1,1,0,0
1443,Today I played 4 speed chess games with my friend.,1,1,0,0,0,0,1,0
1444,She has been staying up late throughout the summer.,0,0,0,0,0,1,0,0
1445,She could barely see her own floor under all the junk she kept around.,0,0,0,1,0,1,0,1
1446,She decided to tell her parents.,1,1,0,0,0,0,1,0
1447,Her dad removed over 300 needles from her hand.,0,0,0,0,1,0,0,0
1448,She was scared but determined as she went under the knife.,0,1,1,1,0,0,0,0
1449,In the afternoon they drove to the hospital to see a doctor.,0,0,1,0,0,0,0,0
1450,Dan lost several hundred dollars while gambling.,0,1,1,1,1,1,0,1
1451,Freda was a cocky woman.,1,0,0,0,0,0,0,1
1452,I always get nervous when I am not chewing gum.,0,1,1,0,0,0,0,0
1453,Her teacher told her to pretend there was no one in the audience.,1,0,0,0,0,0,1,0
1454,Julie was having a baby.,1,1,1,1,0,0,1,0
1455,"One day, it felt as if it were losing air.",0,0,0,1,1,1,0,0
1456,"First, he went to the park and played frisbee.",1,1,0,0,0,0,1,0
1457,Luckily the vacuum cleaner was powerful and got the pieces.,0,0,0,1,0,0,1,0
1458,They could not agree about the future of their magazine.,0,1,0,0,1,0,0,0
1459,Sam checked his bank account.,0,1,0,0,0,0,0,0
1460,I went to a garage sale.,1,1,0,1,0,0,1,0
1461,Gale's dog saw the cat.,0,0,0,1,0,0,0,1
1462,He also has a football game.,0,1,1,0,0,0,0,0
1463,The bee inside her ear stung her.,0,0,1,1,1,1,0,1
1464,Marsha went to school every day to learn.,1,1,0,0,0,0,1,0
1465,He found one that was blue with stripes.,1,0,0,0,0,0,0,0
1466,She now competes in many dance competitions!,1,0,0,0,0,0,1,0
1467,He was holding his phone in his hand.,1,0,0,0,0,0,1,0
1468,Andrew showed his friends and family the film and they enjoyed them.,1,0,0,0,0,0,0,0
1469,He forgot about it and left it outside when it rained.,0,0,1,0,1,1,0,1
1470,But she complained about how she always made food for him.,0,0,0,1,1,1,0,0
1471,"It took long thoughts and compromises, but Lane found a solution.",1,1,0,1,0,0,1,0
1472,Bill had a flat tire on his way to a job interview.,0,0,0,0,1,1,0,1
1473,She yelled and pushed the boy.,0,1,0,1,1,0,0,1
1474,"One day, he was being careless and fell from the tree.",0,0,0,1,1,1,0,1
1475,She bought an old camera from a charity shop to add to her collection.,1,0,0,0,0,0,0,0
1476,Benjamin majored in journalism at his university.,1,0,0,0,0,0,1,0
1477,I decided to look around to find the smell.,0,1,1,1,0,0,0,1
1478,Brett had become frustrated with his job.,0,0,0,0,1,0,0,1
1479,"As she was mixing the ingredients, she dropped the salt.",0,0,0,1,0,0,0,0
1480,He gulped down his food without chewing.,0,1,0,0,0,0,0,1
1481,Her phone broke since it got soaked.,0,0,1,1,1,1,0,0
1482,She died without talking to her daughter.,0,0,0,1,0,1,0,0
1483,She was browsing when she bumped into a familiar face.,1,0,0,1,0,0,0,0
1484,Mary went to the store and bought ingredients.,1,1,0,1,0,0,1,0
1485,Taylor said yes to the proposal.,1,0,0,0,0,0,0,0
1486,But from that day on he called it barfy bear.,1,0,0,0,0,0,0,0
1487,She walked around enjoying the art.,1,1,0,0,0,0,0,0
1488,She started to use her phone more afterwards.,1,1,0,0,0,0,0,0
1489,He made sure to get a good night's sleep before the game.,1,1,1,0,0,0,0,0
1490,frank told Randy he was shy as well and wanted a friend.,1,1,1,0,0,0,1,0
1491,In a fit of jealousy Jan exposes her secret.,0,0,0,0,1,0,0,1
1492,Tyler is starting school at a nearby university today.,1,1,1,1,0,0,0,0
1493,It shone beautifully in the moonlight.,1,1,0,1,0,0,1,0
1494,She decided to go to the mall the next day.,0,1,0,0,0,0,0,0
1495,He catches a mighty sea bass on his first try.,1,0,0,1,0,0,1,0
1496,"Villanova, Oklahoma, Syracuse, and 'Carolina are this year's final 4.",1,0,0,0,0,0,0,0
1497,Cookie made the kids very happy that year.,1,0,0,0,0,0,1,0
1498,Maurice loves to paint.,1,0,0,0,0,0,1,0
1499,But he could not find anything good on!,0,1,0,1,0,1,0,1
1500,As they drove home they joked about the experience together.,1,0,0,0,0,0,1,0
1501,They offered him free pie as an apology.,1,0,0,0,0,0,0,0
1502,I noticed him putting out food for stray cats this morning.,1,0,0,1,0,0,0,0
1503,Unfortunately it worked too well for they never found the volunteer!,0,1,1,0,0,0,0,0
1504,Kylie invited her to get coffee and the two reconnected.,1,1,0,0,0,0,1,0
1505,She yelled for help.,0,0,1,1,0,1,0,0
1506,He is glad that he showered.,1,0,0,0,0,0,1,0
1507,He pulled up the fish.,1,1,0,1,0,0,1,0
1508,They charged him a huge fee to restart his service.,0,1,1,1,1,1,0,0
1509,Ben had a new bike that he got for his birthday.,1,1,0,0,0,0,0,0
1510,I'm going to ask her to dance with me.,1,1,1,0,0,0,1,0
1511,We were staying at my Pop's house on vacation.,1,1,0,0,0,0,1,0
1512,Finally she was able to get the app she really wanted.,0,0,0,0,1,1,0,0
1513,She looked down to see her black boots were covered in white snow.,0,0,0,1,1,0,0,0
1514,She told her mother.,1,1,0,0,0,0,1,0
1515,He was stuck in a tree for the entire day.,0,1,1,1,0,1,0,0
1516,Jenna endures her entire pregnancy without Diet Coke.,0,1,0,0,0,0,0,0
1517,John used the car key to find out the car.,1,1,0,0,0,0,1,0
1518,I got them and went to the concert.,1,1,0,0,0,0,1,0
1519,Jimmy waited in anticipation as the biggest slugger came up to bat.,1,1,0,1,0,1,1,0
1520,"He beat her to death, and painted the dollhouse walls with her blood.",1,0,1,0,1,1,0,0
1521,My husband is lazy.,0,0,0,1,1,1,0,1
1522,But Jim no longer felt the same connection with the mall.,0,0,0,1,1,1,0,1
1523,Fortunately she just got scraped up a bit.,0,0,1,1,0,0,0,0
1524,His mom warned him and said he would get hurt one day.,0,0,0,0,1,1,0,1
1525,"His throat was starting to swell, and alarmed, he called 911.",0,1,1,1,1,1,0,0
1526,"However, he allowed Harry to enter the roller coaster.",1,0,0,0,0,0,1,0
1527,"Last Friday, she got tickets for the Red Sox game at Yankee Stadium.",1,1,0,1,0,0,1,0
1528,I literally smacked right into him as I was running around a corner.,0,0,1,1,0,0,0,1
1529,There were a lot of tears and misunderstanding.,0,0,1,1,0,1,0,0
1530,The kids were stuffing their faces with candy and cookies.,1,1,0,0,0,0,1,0
1531,She shared with her friend.,1,0,0,1,0,0,1,0
1532,When he got to school he tried to study.,0,1,1,0,1,1,0,1
1533,Her mother loved the picture and Jennifer decided it was the best gift.,1,0,0,0,0,0,1,0
1534,Jim had to print out another copy before his presentation.,0,0,0,0,1,0,0,0
1535,My sister-in-law had just played.,1,0,0,0,0,0,0,0
1536,"Instead, she decided to endure the sun.",0,0,0,0,1,0,0,0
1537,"Suddenly, they heard some weird noises.",0,1,1,1,0,0,0,0
1538,She was very excited and scheduled an appointment to meet.,1,1,0,1,0,0,1,0
1539,"When she went to taste it, it tasted terrible.",0,0,0,1,0,1,0,0
1540,John was always easily spooked.,0,1,1,1,0,0,0,0
1541,I went for a walk around the block with him.,1,0,0,0,0,0,1,0
1542,He could shoot into the basket from 100 feet away.,1,0,0,0,0,0,1,0
1543,Josh felt his family had become disconnected over time.,0,0,0,0,0,1,0,0
1544,Som got some sod to cover the yard at the garden store.,1,0,0,0,0,0,0,0
1545,"When they got to the building's wall, Jerome felt nervous.",0,0,1,0,0,0,0,0
1546,The next morning she wakes up and realizes she has won the jackpot!,1,1,0,1,0,0,0,0
1547,Sometimes he would get into trouble and had to wait for rescue.,1,0,0,0,0,0,1,0
1548,Daniel is driving home from work.,0,0,0,0,0,0,0,0
1549,My favorite was broadcast.,1,0,0,0,0,0,0,0
1550,He did not know where to go.,0,0,1,1,0,1,0,0
1551,Conrad enjoyed writing stories.,1,0,0,0,0,0,0,0
1552,"After that, I was able to afford the beautiful ring.",1,0,0,0,0,0,1,0
1553,"After he graduated, he got a job as the secretary to a senator.",1,1,0,1,0,0,0,0
1554,Art was happy to have helped his dog be more comfortable.,1,0,0,0,0,0,0,0
1555,She gave me a pencil and I was able to do the test!,1,1,0,0,0,0,0,0
1556,She called a job that she was offered before.,1,1,1,1,0,0,1,0
1557,She cleaned and seasoned it.,1,1,0,0,0,0,1,0
1558,Dave had always wanted to go to Japan.,1,1,0,1,0,0,1,0
1559,Sally had forgotten to add cinnamon.,0,0,0,1,0,1,0,0
1560,She hurried to the police station to bail John out of jail.,0,1,0,1,0,0,1,1
1561,Now she paints pictures to share with the people she loves.,1,0,0,0,0,0,1,0
1562,She longed for life in the big city of Bucharest.,1,1,0,0,0,0,0,0
1563,Reese liked to collect toy trucks.,1,0,0,0,0,0,0,0
1564,"The turkey fought Ralph, and broke his glasses.",0,0,1,0,1,0,0,0
1565,He decided to join the gym.,1,1,0,0,0,0,1,0
1566,She recorded all the cheers at the games.,0,1,0,0,0,0,0,0
1567,Nicki became gravely ill before their recent trip.,0,0,0,0,0,1,0,0
1568,His roommate accidentally turned off the antivirus software.,0,0,0,1,1,0,0,0
1569,The judge asked him about his sweat.,0,0,0,1,1,0,0,1
1570,She said this always happens the first week of school.,0,1,0,1,0,0,1,0
1571,The first fish he caught was a foot long.,1,0,0,1,0,0,0,0
1572,My car was giving me trouble and running strange.,0,0,1,0,1,1,0,0
1573,Sam was feeling tired all the time.,0,0,0,1,1,1,0,1
1574,They walked all over the neighborhood getting candy.,1,1,0,0,0,0,0,0
